Submission Date,Geography,New Cases
01/26/2021,North Carolina,4702
01/27/2021,North Carolina,5390
01/28/2021,North Carolina,6437
01/29/2021,North Carolina,5147
01/30/2021,North Carolina,5825
01/31/2021,North Carolina,4336
02/01/2021,North Carolina,2739
02/02/2021,North Carolina,10627
02/03/2021,North Carolina,4592
02/04/2021,North Carolina,5544
02/05/2021,North Carolina,4483
02/06/2021,North Carolina,4488
02/07/2021,North Carolina,3289
02/08/2021,North Carolina,2701
02/09/2021,North Carolina,3270
02/10/2021,North Carolina,3759
02/11/2021,North Carolina,4252
02/12/2021,North Carolina,3726
02/13/2021,North Carolina,3618
02/14/2021,North Carolina,2463
02/15/2021,North Carolina,1913
02/16/2021,North Carolina,2327
02/17/2021,North Carolina,3257
02/18/2021,North Carolina,3300
02/19/2021,North Carolina,3204
02/20/2021,North Carolina,2518
02/21/2021,North Carolina,2078
02/22/2021,North Carolina,1555
02/23/2021,North Carolina,2470
02/24/2021,North Carolina,2684
02/25/2021,North Carolina,2894
02/26/2021,North Carolina,2563
02/27/2021,North Carolina,2117
02/28/2021,North Carolina,1731
03/01/2021,North Carolina,1032
03/02/2021,North Carolina,1640
03/03/2021,North Carolina,2156
03/04/2021,North Carolina,2335
03/05/2021,North Carolina,1946
03/06/2021,North Carolina,1755
03/07/2021,North Carolina,1313
03/08/2021,North Carolina,978
03/09/2021,North Carolina,1443
03/10/2021,North Carolina,1843
03/11/2021,North Carolina,1908
03/12/2021,North Carolina,1719
03/13/2021,North Carolina,1810
03/14/2021,North Carolina,1330
03/15/2021,North Carolina,1103
03/16/2021,North Carolina,1563
03/17/2021,North Carolina,1782
03/18/2021,North Carolina,1979
03/19/2021,North Carolina,1982
03/20/2021,North Carolina,1825
03/21/2021,North Carolina,1390
03/22/2021,North Carolina,894
03/23/2021,North Carolina,1516
03/24/2021,North Carolina,1895
03/25/2021,North Carolina,1981
03/26/2021,North Carolina,2066
03/27/2021,North Carolina,1899
03/28/2021,North Carolina,1492
03/29/2021,North Carolina,1016
03/30/2021,North Carolina,1560
03/31/2021,North Carolina,1885
04/01/2021,North Carolina,2067
04/02/2021,North Carolina,1856
04/03/2021,North Carolina,1731
04/04/2021,North Carolina,1223
04/05/2021,North Carolina,980
04/06/2021,North Carolina,1139
04/07/2021,North Carolina,1841
04/08/2021,North Carolina,2108
04/09/2021,North Carolina,2297
04/10/2021,North Carolina,2102
04/11/2021,North Carolina,1578
04/12/2021,North Carolina,1261
04/13/2021,North Carolina,1909
04/14/2021,North Carolina,2125
04/15/2021,North Carolina,2453
04/16/2021,North Carolina,2313
04/17/2021,North Carolina,2171
04/18/2021,North Carolina,1569
04/19/2021,North Carolina,1163
04/20/2021,North Carolina,1576
04/21/2021,North Carolina,2004
04/22/2021,North Carolina,2218
04/23/2021,North Carolina,1958
04/24/2021,North Carolina,2420
04/25/2021,North Carolina,1469
04/26/2021,North Carolina,1030
04/27/2021,North Carolina,1428
04/28/2021,North Carolina,1782
04/29/2021,North Carolina,2259
04/30/2021,North Carolina,1994
05/01/2021,North Carolina,1712
05/02/2021,North Carolina,1336
05/03/2021,North Carolina,916
05/04/2021,North Carolina,1271
05/05/2021,North Carolina,1709
05/06/2021,North Carolina,1731
05/07/2021,North Carolina,1533
05/08/2021,North Carolina,1384
05/09/2021,North Carolina,1144
05/10/2021,North Carolina,667
05/11/2021,North Carolina,1003
05/12/2021,North Carolina,1326
05/13/2021,North Carolina,1300
05/14/2021,North Carolina,1146
05/15/2021,North Carolina,1081
05/16/2021,North Carolina,810
05/17/2021,North Carolina,504
05/18/2021,North Carolina,797
05/19/2021,North Carolina,1155
05/20/2021,North Carolina,1068
05/21/2021,North Carolina,976
05/22/2021,North Carolina,1056
05/23/2021,North Carolina,631
05/24/2021,North Carolina,448
05/25/2021,North Carolina,713
05/26/2021,North Carolina,880
05/27/2021,North Carolina,886
05/28/2021,North Carolina,733
05/29/2021,North Carolina,688
05/30/2021,North Carolina,473
05/31/2021,North Carolina,313
06/01/2021,North Carolina,290
06/02/2021,North Carolina,422
06/03/2021,North Carolina,687
06/04/2021,North Carolina,604
06/05/2021,North Carolina,522
06/06/2021,North Carolina,368
06/07/2021,North Carolina,275
06/08/2021,North Carolina,386
06/09/2021,North Carolina,467
06/10/2021,North Carolina,485
06/11/2021,North Carolina,482
06/12/2021,North Carolina,460
06/13/2021,North Carolina,333
06/14/2021,North Carolina,204
06/15/2021,North Carolina,328
06/16/2021,North Carolina,506
06/17/2021,North Carolina,425
06/18/2021,North Carolina,469
06/19/2021,North Carolina,420
06/20/2021,North Carolina,326
06/21/2021,North Carolina,209
06/22/2021,North Carolina,328
06/23/2021,North Carolina,486
06/24/2021,North Carolina,437
06/25/2021,North Carolina,423
06/26/2021,North Carolina,435
06/27/2021,North Carolina,333
06/28/2021,North Carolina,226
06/29/2021,North Carolina,417
06/30/2021,North Carolina,452
07/01/2021,North Carolina,523
07/02/2021,North Carolina,505
07/03/2021,North Carolina,523
07/04/2021,North Carolina,453
07/05/2021,North Carolina,304
07/06/2021,North Carolina,283
07/07/2021,North Carolina,680
07/08/2021,North Carolina,789
07/09/2021,North Carolina,721
07/10/2021,North Carolina,744
07/11/2021,North Carolina,685
07/12/2021,North Carolina,535
07/13/2021,North Carolina,894
07/14/2021,North Carolina,1072
07/15/2021,North Carolina,1110
07/16/2021,North Carolina,1223
07/17/2021,North Carolina,1233
07/18/2021,North Carolina,947
07/19/2021,North Carolina,782
07/20/2021,North Carolina,1384
07/21/2021,North Carolina,1741
07/22/2021,North Carolina,1924
07/23/2021,North Carolina,2272
07/24/2021,North Carolina,2228
07/25/2021,North Carolina,1762
07/26/2021,North Carolina,1580
07/27/2021,North Carolina,2541
07/28/2021,North Carolina,3227
07/29/2021,North Carolina,3592
07/30/2021,North Carolina,3562
07/31/2021,North Carolina,3631
08/01/2021,North Carolina,2978
08/02/2021,North Carolina,2172
08/03/2021,North Carolina,3283
08/04/2021,North Carolina,4192
08/05/2021,North Carolina,4949
08/06/2021,North Carolina,4754
08/07/2021,North Carolina,5040
08/08/2021,North Carolina,3773
08/09/2021,North Carolina,3019
08/10/2021,North Carolina,4381
08/11/2021,North Carolina,5486
08/12/2021,North Carolina,6654
08/13/2021,North Carolina,6173
08/14/2021,North Carolina,5883
08/15/2021,North Carolina,4889
08/16/2021,North Carolina,3552
08/17/2021,North Carolina,4826
08/18/2021,North Carolina,6104
08/19/2021,North Carolina,7000
08/20/2021,North Carolina,6705
08/21/2021,North Carolina,6583
08/22/2021,North Carolina,5504
08/23/2021,North Carolina,4550
08/24/2021,North Carolina,5919
08/25/2021,North Carolina,7968
08/26/2021,North Carolina,8227
08/27/2021,North Carolina,7971
08/28/2021,North Carolina,8077
08/29/2021,North Carolina,6191
08/30/2021,North Carolina,4695
08/31/2021,North Carolina,6831
09/01/2021,North Carolina,7527
09/02/2021,North Carolina,8791
09/03/2021,North Carolina,8664
09/04/2021,North Carolina,7998
09/05/2021,North Carolina,6283
09/06/2021,North Carolina,5199
09/07/2021,North Carolina,3835
09/08/2021,North Carolina,5386
09/09/2021,North Carolina,7845
09/10/2021,North Carolina,8357
09/11/2021,North Carolina,8090
09/12/2021,North Carolina,6146
09/13/2021,North Carolina,4830
09/14/2021,North Carolina,6290
09/15/2021,North Carolina,6920
09/16/2021,North Carolina,7887
09/17/2021,North Carolina,7213
09/18/2021,North Carolina,5978
09/19/2021,North Carolina,4937
09/20/2021,North Carolina,3711
09/21/2021,North Carolina,5601
09/22/2021,North Carolina,5313
09/23/2021,North Carolina,6301
09/24/2021,North Carolina,5537
09/25/2021,North Carolina,5297
09/26/2021,North Carolina,4227
09/27/2021,North Carolina,2693
09/28/2021,North Carolina,3993
09/29/2021,North Carolina,4435
09/30/2021,North Carolina,5062
10/01/2021,North Carolina,4299
10/02/2021,North Carolina,4762
10/03/2021,North Carolina,2970
10/04/2021,North Carolina,2216
10/05/2021,North Carolina,2847
10/06/2021,North Carolina,3605
10/07/2021,North Carolina,3862
10/08/2021,North Carolina,4252
10/09/2021,North Carolina,3415
10/10/2021,North Carolina,2563
10/11/2021,North Carolina,1575
10/12/2021,North Carolina,2414
10/13/2021,North Carolina,3121
10/14/2021,North Carolina,3275
10/15/2021,North Carolina,3050
10/16/2021,North Carolina,2578
10/17/2021,North Carolina,1952
10/18/2021,North Carolina,1363
10/19/2021,North Carolina,1861
10/20/2021,North Carolina,2453
10/21/2021,North Carolina,2444
10/22/2021,North Carolina,2252
10/23/2021,North Carolina,1929
10/24/2021,North Carolina,1587
10/25/2021,North Carolina,1172
10/26/2021,North Carolina,1619
10/27/2021,North Carolina,2265
10/28/2021,North Carolina,2199
10/29/2021,North Carolina,1999
10/30/2021,North Carolina,1819
10/31/2021,North Carolina,1283
11/01/2021,North Carolina,947
11/02/2021,North Carolina,1460
11/03/2021,North Carolina,1877
11/04/2021,North Carolina,2006
11/05/2021,North Carolina,1822
11/06/2021,North Carolina,1697
11/07/2021,North Carolina,1360
11/08/2021,North Carolina,1004
11/09/2021,North Carolina,1496
11/10/2021,North Carolina,2074
11/11/2021,North Carolina,2050
11/12/2021,North Carolina,1915
11/13/2021,North Carolina,1645
11/14/2021,North Carolina,1747
11/15/2021,North Carolina,1207
11/16/2021,North Carolina,1704
11/17/2021,North Carolina,2252
11/18/2021,North Carolina,2342
11/19/2021,North Carolina,2437
11/20/2021,North Carolina,2116
11/21/2021,North Carolina,1638
11/22/2021,North Carolina,1296
11/23/2021,North Carolina,1748
11/24/2021,North Carolina,2295
11/25/2021,North Carolina,2247
11/26/2021,North Carolina,1569
11/27/2021,North Carolina,1075
11/28/2021,North Carolina,1540
11/29/2021,North Carolina,1610
11/30/2021,North Carolina,2429
12/01/2021,North Carolina,3395
12/02/2021,North Carolina,3855
12/03/2021,North Carolina,3791
12/04/2021,North Carolina,3262
12/05/2021,North Carolina,2505
12/06/2021,North Carolina,2022
12/07/2021,North Carolina,2667
12/08/2021,North Carolina,3296
12/09/2021,North Carolina,4179
12/10/2021,North Carolina,3683
12/11/2021,North Carolina,3359
12/12/2021,North Carolina,2691
12/13/2021,North Carolina,1974
12/14/2021,North Carolina,2925
12/15/2021,North Carolina,3822
12/16/2021,North Carolina,4186
12/17/2021,North Carolina,4047
12/18/2021,North Carolina,4118
12/19/2021,North Carolina,3410
12/20/2021,North Carolina,2761
12/21/2021,North Carolina,3870
12/22/2021,North Carolina,5278
12/23/2021,North Carolina,6974
12/24/2021,North Carolina,7303
12/25/2021,North Carolina,6892
12/26/2021,North Carolina,4871
12/27/2021,North Carolina,4257
12/28/2021,North Carolina,7309
12/29/2021,North Carolina,15056
12/30/2021,North Carolina,19875
12/31/2021,North Carolina,21804
01/01/2022,North Carolina,21163
01/02/2022,North Carolina,11995
01/03/2022,North Carolina,12536
01/04/2022,North Carolina,17366
01/05/2022,North Carolina,24404
01/06/2022,North Carolina,29234
01/07/2022,North Carolina,31831
01/08/2022,North Carolina,32470
01/09/2022,North Carolina,22306
01/10/2022,North Carolina,17783
01/11/2022,North Carolina,26385
01/12/2022,North Carolina,32889
01/13/2022,North Carolina,39005
01/14/2022,North Carolina,37834
01/15/2022,North Carolina,38209
01/16/2022,North Carolina,35872
01/17/2022,North Carolina,22261
01/18/2022,North Carolina,18655
01/19/2022,North Carolina,24221
01/20/2022,North Carolina,36214
01/21/2022,North Carolina,38326
01/22/2022,North Carolina,35914
01/23/2022,North Carolina,20369
01/24/2022,North Carolina,11605
01/25/2022,North Carolina,17777
01/26/2022,North Carolina,22874
01/27/2022,North Carolina,25462
01/28/2022,North Carolina,21524
01/29/2022,North Carolina,19744
01/30/2022,North Carolina,11755
01/31/2022,North Carolina,7385
02/01/2022,North Carolina,9923
02/02/2022,North Carolina,13844
02/03/2022,North Carolina,13775
02/04/2022,North Carolina,11315
02/05/2022,North Carolina,9940
02/06/2022,North Carolina,6802
02/07/2022,North Carolina,4392
02/08/2022,North Carolina,8085
02/09/2022,North Carolina,7872
02/10/2022,North Carolina,7605
02/11/2022,North Carolina,6552
02/12/2022,North Carolina,5968
02/13/2022,North Carolina,4045
02/14/2022,North Carolina,2671
02/15/2022,North Carolina,3298
02/16/2022,North Carolina,4593
02/17/2022,North Carolina,4812
02/18/2022,North Carolina,3982
02/19/2022,North Carolina,3289
02/20/2022,North Carolina,2353
02/21/2022,North Carolina,1509
02/22/2022,North Carolina,2086
02/23/2022,North Carolina,2783
02/24/2022,North Carolina,2533
02/25/2022,North Carolina,2907
02/26/2022,North Carolina,1951
02/27/2022,North Carolina,1249
02/28/2022,North Carolina,682
03/01/2022,North Carolina,1176
03/02/2022,North Carolina,1524
03/03/2022,North Carolina,1436
03/04/2022,North Carolina,1329
03/05/2022,North Carolina,1114
03/06/2022,North Carolina,675
03/07/2022,North Carolina,410
03/08/2022,North Carolina,726
03/09/2022,North Carolina,949
03/10/2022,North Carolina,914
03/11/2022,North Carolina,845
03/12/2022,North Carolina,771
03/13/2022,North Carolina,388
03/14/2022,North Carolina,348
03/15/2022,North Carolina,505
03/16/2022,North Carolina,625
03/17/2022,North Carolina,600
03/18/2022,North Carolina,667
03/19/2022,North Carolina,497
03/20/2022,North Carolina,373
03/21/2022,North Carolina,218
03/22/2022,North Carolina,457
03/23/2022,North Carolina,712
03/24/2022,North Carolina,625
03/25/2022,North Carolina,900
03/26/2022,North Carolina,588
03/27/2022,North Carolina,314
03/28/2022,North Carolina,254
03/29/2022,North Carolina,542
03/30/2022,North Carolina,532
03/31/2022,North Carolina,754
04/01/2022,North Carolina,603
04/02/2022,North Carolina,568
04/03/2022,North Carolina,383
04/04/2022,North Carolina,269
04/05/2022,North Carolina,452
04/06/2022,North Carolina,689
04/07/2022,North Carolina,803
04/08/2022,North Carolina,841
04/09/2022,North Carolina,837
04/10/2022,North Carolina,706
04/11/2022,North Carolina,507
04/12/2022,North Carolina,820
04/13/2022,North Carolina,1231
04/14/2022,North Carolina,1416
04/15/2022,North Carolina,1455
04/16/2022,North Carolina,1241
04/17/2022,North Carolina,904
04/18/2022,North Carolina,684
04/19/2022,North Carolina,932
04/20/2022,North Carolina,1516
04/21/2022,North Carolina,1841
04/22/2022,North Carolina,1864
04/23/2022,North Carolina,1710
04/24/2022,North Carolina,1247
04/25/2022,North Carolina,1034
04/26/2022,North Carolina,1550
04/27/2022,North Carolina,2359
04/28/2022,North Carolina,2054
04/29/2022,North Carolina,2410
04/30/2022,North Carolina,2168
05/01/2022,North Carolina,1506
05/02/2022,North Carolina,1264
05/03/2022,North Carolina,1654
05/04/2022,North Carolina,2961
05/05/2022,North Carolina,3137
05/06/2022,North Carolina,3002
05/07/2022,North Carolina,2778
05/08/2022,North Carolina,2397
05/09/2022,North Carolina,1641
05/10/2022,North Carolina,2481
05/11/2022,North Carolina,3722
05/12/2022,North Carolina,4019
05/13/2022,North Carolina,3933
05/14/2022,North Carolina,3853
05/15/2022,North Carolina,3271
05/16/2022,North Carolina,2533
05/17/2022,North Carolina,2881
05/18/2022,North Carolina,4833
05/19/2022,North Carolina,5223
05/20/2022,North Carolina,4814
05/21/2022,North Carolina,4695
05/22/2022,North Carolina,3570
05/23/2022,North Carolina,2439
05/24/2022,North Carolina,3375
05/25/2022,North Carolina,4921
05/26/2022,North Carolina,4968
05/27/2022,North Carolina,4745
05/28/2022,North Carolina,4162
05/29/2022,North Carolina,3387
05/30/2022,North Carolina,2515
05/31/2022,North Carolina,2261
06/01/2022,North Carolina,3016
06/02/2022,North Carolina,5406
06/03/2022,North Carolina,5245
06/04/2022,North Carolina,4422
06/05/2022,North Carolina,3246
06/06/2022,North Carolina,2245
06/07/2022,North Carolina,3045
06/08/2022,North Carolina,4227
06/09/2022,North Carolina,4329
06/10/2022,North Carolina,4161
06/11/2022,North Carolina,3906
06/12/2022,North Carolina,2709
06/13/2022,North Carolina,2144
06/14/2022,North Carolina,2829
06/15/2022,North Carolina,3718
06/16/2022,North Carolina,3756
06/17/2022,North Carolina,3760
06/18/2022,North Carolina,3636
06/19/2022,North Carolina,2735
06/20/2022,North Carolina,2088
06/21/2022,North Carolina,4184
06/22/2022,North Carolina,4184
06/23/2022,North Carolina,4184
06/24/2022,North Carolina,4184
06/25/2022,North Carolina,4184
06/26/2022,North Carolina,4184
01/22/2020,North Dakota,0
01/23/2020,North Dakota,0
01/24/2020,North Dakota,0
01/25/2020,North Dakota,0
01/26/2020,North Dakota,0
01/27/2020,North Dakota,0
01/28/2020,North Dakota,0
01/29/2020,North Dakota,0
01/30/2020,North Dakota,0
01/31/2020,North Dakota,0
02/01/2020,North Dakota,0
02/02/2020,North Dakota,0
02/03/2020,North Dakota,0
02/04/2020,North Dakota,0
02/05/2020,North Dakota,0
02/06/2020,North Dakota,0
02/07/2020,North Dakota,0
02/08/2020,North Dakota,0
02/09/2020,North Dakota,0
02/10/2020,North Dakota,0
02/11/2020,North Dakota,0
02/12/2020,North Dakota,0
02/13/2020,North Dakota,0
02/14/2020,North Dakota,0
02/15/2020,North Dakota,0
02/16/2020,North Dakota,0
02/17/2020,North Dakota,0
02/18/2020,North Dakota,0
02/19/2020,North Dakota,0
02/20/2020,North Dakota,0
02/21/2020,North Dakota,0
02/22/2020,North Dakota,0
02/23/2020,North Dakota,0
02/24/2020,North Dakota,0
02/25/2020,North Dakota,0
02/26/2020,North Dakota,0
02/27/2020,North Dakota,0
02/28/2020,North Dakota,0
02/29/2020,North Dakota,0
03/01/2020,North Dakota,0
03/02/2020,North Dakota,0
03/03/2020,North Dakota,0
03/04/2020,North Dakota,0
03/05/2020,North Dakota,0
03/06/2020,North Dakota,0
03/07/2020,North Dakota,0
03/08/2020,North Dakota,0
03/09/2020,North Dakota,0
03/10/2020,North Dakota,0
03/11/2020,North Dakota,0
03/12/2020,North Dakota,1
03/13/2020,North Dakota,0
03/14/2020,North Dakota,0
03/15/2020,North Dakota,0
03/16/2020,North Dakota,0
03/17/2020,North Dakota,4
03/18/2020,North Dakota,2
03/19/2020,North Dakota,12
03/20/2020,North Dakota,7
03/21/2020,North Dakota,2
03/22/2020,North Dakota,2
03/23/2020,North Dakota,2
03/24/2020,North Dakota,5
03/25/2020,North Dakota,8
03/26/2020,North Dakota,13
03/27/2020,North Dakota,10
03/28/2020,North Dakota,26
03/29/2020,North Dakota,4
03/30/2020,North Dakota,11
03/31/2020,North Dakota,17
04/01/2020,North Dakota,21
04/02/2020,North Dakota,12
04/03/2020,North Dakota,14
04/04/2020,North Dakota,13
04/05/2020,North Dakota,21
04/06/2020,North Dakota,18
04/07/2020,North Dakota,12
04/08/2020,North Dakota,14
04/09/2020,North Dakota,18
04/10/2020,North Dakota,9
04/11/2020,North Dakota,15
04/12/2020,North Dakota,15
04/13/2020,North Dakota,23
04/14/2020,North Dakota,10
04/15/2020,North Dakota,24
04/16/2020,North Dakota,28
04/17/2020,North Dakota,46
04/18/2020,North Dakota,89
04/19/2020,North Dakota,57
04/20/2020,North Dakota,42
04/21/2020,North Dakota,17
04/22/2020,North Dakota,35
04/23/2020,North Dakota,30
04/24/2020,North Dakota,39
04/25/2020,North Dakota,55
04/26/2020,North Dakota,64
04/27/2020,North Dakota,75
04/28/2020,North Dakota,49
04/29/2020,North Dakota,42
04/30/2020,North Dakota,34
05/01/2020,North Dakota,40
05/02/2020,North Dakota,46
05/03/2020,North Dakota,38
05/04/2020,North Dakota,34
05/05/2020,North Dakota,41
05/06/2020,North Dakota,57
05/07/2020,North Dakota,48
05/08/2020,North Dakota,54
05/09/2020,North Dakota,39
05/10/2020,North Dakota,27
05/11/2020,North Dakota,27
05/12/2020,North Dakota,53
05/13/2020,North Dakota,76
05/14/2020,North Dakota,65
05/15/2020,North Dakota,49
05/16/2020,North Dakota,87
05/17/2020,North Dakota,52
05/18/2020,North Dakota,31
05/19/2020,North Dakota,63
05/20/2020,North Dakota,101
05/21/2020,North Dakota,134
05/22/2020,North Dakota,88
05/23/2020,North Dakota,48
05/24/2020,North Dakota,53
05/25/2020,North Dakota,39
05/26/2020,North Dakota,-35
05/27/2020,North Dakota,17
05/28/2020,North Dakota,42
05/29/2020,North Dakota,39
05/30/2020,North Dakota,34
05/31/2020,North Dakota,23
06/01/2020,North Dakota,48
06/02/2020,North Dakota,21
06/03/2020,North Dakota,33
06/04/2020,North Dakota,27
06/05/2020,North Dakota,39
06/06/2020,North Dakota,71
06/07/2020,North Dakota,45
06/08/2020,North Dakota,19
06/09/2020,North Dakota,21
06/10/2020,North Dakota,40
06/11/2020,North Dakota,39
06/12/2020,North Dakota,36
06/13/2020,North Dakota,42
06/14/2020,North Dakota,22
06/15/2020,North Dakota,21
06/16/2020,North Dakota,23
06/17/2020,North Dakota,42
06/18/2020,North Dakota,27
06/19/2020,North Dakota,33
06/20/2020,North Dakota,25
06/21/2020,North Dakota,37
06/22/2020,North Dakota,25
06/23/2020,North Dakota,7
06/24/2020,North Dakota,42
06/25/2020,North Dakota,31
06/26/2020,North Dakota,28
06/27/2020,North Dakota,37
06/28/2020,North Dakota,37
06/29/2020,North Dakota,44
06/30/2020,North Dakota,37
07/01/2020,North Dakota,39
07/02/2020,North Dakota,42
07/03/2020,North Dakota,65
07/04/2020,North Dakota,57
07/05/2020,North Dakota,37
07/06/2020,North Dakota,33
07/07/2020,North Dakota,49
07/08/2020,North Dakota,73
07/09/2020,North Dakota,99
07/10/2020,North Dakota,84
07/11/2020,North Dakota,89
07/12/2020,North Dakota,91
07/13/2020,North Dakota,108
07/14/2020,North Dakota,123
07/15/2020,North Dakota,103
07/16/2020,North Dakota,124
07/17/2020,North Dakota,115
07/18/2020,North Dakota,112
07/19/2020,North Dakota,107
07/20/2020,North Dakota,81
07/21/2020,North Dakota,160
07/22/2020,North Dakota,126
07/23/2020,North Dakota,121
07/24/2020,North Dakota,122
07/25/2020,North Dakota,140
07/26/2020,North Dakota,110
07/27/2020,North Dakota,155
07/28/2020,North Dakota,86
07/29/2020,North Dakota,74
07/30/2020,North Dakota,168
07/31/2020,North Dakota,133
08/01/2020,North Dakota,58
08/02/2020,North Dakota,125
08/03/2020,North Dakota,148
08/04/2020,North Dakota,124
08/05/2020,North Dakota,120
08/06/2020,North Dakota,150
08/07/2020,North Dakota,181
08/08/2020,North Dakota,88
08/09/2020,North Dakota,117
08/10/2020,North Dakota,172
08/11/2020,North Dakota,85
08/12/2020,North Dakota,201
08/13/2020,North Dakota,151
08/14/2020,North Dakota,122
08/15/2020,North Dakota,143
08/16/2020,North Dakota,60
08/17/2020,North Dakota,135
08/18/2020,North Dakota,186
08/19/2020,North Dakota,274
08/20/2020,North Dakota,232
08/21/2020,North Dakota,262
08/22/2020,North Dakota,140
08/23/2020,North Dakota,124
08/24/2020,North Dakota,229
08/25/2020,North Dakota,238
08/26/2020,North Dakota,333
08/27/2020,North Dakota,310
08/28/2020,North Dakota,374
08/29/2020,North Dakota,374
08/30/2020,North Dakota,332
08/31/2020,North Dakota,184
09/01/2020,North Dakota,267
09/02/2020,North Dakota,362
09/03/2020,North Dakota,344
09/04/2020,North Dakota,361
09/05/2020,North Dakota,297
09/06/2020,North Dakota,170
09/07/2020,North Dakota,71
09/08/2020,North Dakota,238
09/09/2020,North Dakota,333
09/10/2020,North Dakota,241
09/11/2020,North Dakota,467
09/12/2020,North Dakota,426
09/13/2020,North Dakota,254
09/14/2020,North Dakota,233
09/15/2020,North Dakota,269
09/16/2020,North Dakota,269
09/17/2020,North Dakota,897
09/18/2020,North Dakota,377
09/19/2020,North Dakota,351
09/20/2020,North Dakota,286
09/21/2020,North Dakota,264
09/22/2020,North Dakota,473
09/23/2020,North Dakota,470
09/24/2020,North Dakota,434
09/25/2020,North Dakota,495
09/26/2020,North Dakota,344
09/27/2020,North Dakota,259
09/28/2020,North Dakota,419
09/29/2020,North Dakota,444
09/30/2020,North Dakota,372
10/01/2020,North Dakota,476
10/02/2020,North Dakota,440
10/03/2020,North Dakota,416
10/04/2020,North Dakota,312
10/05/2020,North Dakota,502
10/06/2020,North Dakota,493
10/07/2020,North Dakota,527
10/08/2020,North Dakota,656
10/09/2020,North Dakota,588
10/10/2020,North Dakota,637
10/11/2020,North Dakota,472
10/12/2020,North Dakota,508
10/13/2020,North Dakota,702
10/14/2020,North Dakota,706
10/15/2020,North Dakota,864
10/16/2020,North Dakota,744
10/17/2020,North Dakota,717
10/18/2020,North Dakota,659
10/19/2020,North Dakota,1029
10/20/2020,North Dakota,499
10/21/2020,North Dakota,887
10/22/2020,North Dakota,887
10/23/2020,North Dakota,935
10/24/2020,North Dakota,845
10/25/2020,North Dakota,522
10/26/2020,North Dakota,889
10/27/2020,North Dakota,777
10/28/2020,North Dakota,1223
10/29/2020,North Dakota,1353
10/30/2020,North Dakota,1433
10/31/2020,North Dakota,1127
11/01/2020,North Dakota,972
11/02/2020,North Dakota,1172
11/03/2020,North Dakota,1114
11/04/2020,North Dakota,1536
11/05/2020,North Dakota,1765
11/06/2020,North Dakota,1602
11/07/2020,North Dakota,1101
11/08/2020,North Dakota,1101
11/09/2020,North Dakota,2037
11/10/2020,North Dakota,1031
11/11/2020,North Dakota,1800
11/12/2020,North Dakota,1429
11/13/2020,North Dakota,2270
11/14/2020,North Dakota,924
11/15/2020,North Dakota,1089
11/16/2020,North Dakota,1082
11/17/2020,North Dakota,1263
11/18/2020,North Dakota,1382
11/19/2020,North Dakota,1404
11/20/2020,North Dakota,1524
11/21/2020,North Dakota,1143
11/22/2020,North Dakota,714
11/23/2020,North Dakota,1004
11/24/2020,North Dakota,1077
11/25/2020,North Dakota,964
11/26/2020,North Dakota,790
11/27/2020,North Dakota,703
11/28/2020,North Dakota,723
11/29/2020,North Dakota,594
11/30/2020,North Dakota,403
12/01/2020,North Dakota,480
12/02/2020,North Dakota,970
12/03/2020,North Dakota,844
12/04/2020,North Dakota,555
12/05/2020,North Dakota,477
12/06/2020,North Dakota,361
12/07/2020,North Dakota,475
12/08/2020,North Dakota,2333
12/09/2020,North Dakota,557
12/10/2020,North Dakota,506
12/11/2020,North Dakota,377
12/12/2020,North Dakota,281
12/13/2020,North Dakota,196
12/14/2020,North Dakota,326
12/15/2020,North Dakota,2
12/16/2020,North Dakota,668
12/17/2020,North Dakota,494
12/18/2020,North Dakota,231
12/19/2020,North Dakota,251
12/20/2020,North Dakota,82
12/21/2020,North Dakota,332
12/22/2020,North Dakota,270
12/23/2020,North Dakota,225
12/24/2020,North Dakota,274
12/25/2020,North Dakota,133
12/26/2020,North Dakota,110
12/27/2020,North Dakota,93
12/28/2020,North Dakota,271
12/29/2020,North Dakota,372
12/30/2020,North Dakota,294
12/31/2020,North Dakota,275
01/01/2021,North Dakota,121
01/02/2021,North Dakota,150
01/03/2021,North Dakota,199
01/04/2021,North Dakota,199
01/05/2021,North Dakota,592
01/06/2021,North Dakota,324
01/07/2021,North Dakota,282
01/08/2021,North Dakota,120
01/09/2021,North Dakota,158
01/10/2021,North Dakota,114
01/11/2021,North Dakota,138
01/12/2021,North Dakota,167
01/13/2021,North Dakota,243
01/14/2021,North Dakota,221
01/15/2021,North Dakota,115
01/16/2021,North Dakota,150
01/17/2021,North Dakota,43
01/18/2021,North Dakota,164
01/19/2021,North Dakota,151
01/20/2021,North Dakota,148
01/21/2021,North Dakota,197
01/22/2021,North Dakota,153
01/23/2021,North Dakota,97
01/24/2021,North Dakota,57
01/25/2021,North Dakota,132
01/26/2021,North Dakota,154
01/27/2021,North Dakota,145
01/28/2021,North Dakota,153
01/29/2021,North Dakota,104
01/30/2021,North Dakota,68
01/31/2021,North Dakota,53
02/01/2021,North Dakota,115
02/02/2021,North Dakota,138
02/03/2021,North Dakota,98
02/04/2021,North Dakota,61
02/05/2021,North Dakota,11
02/06/2021,North Dakota,49
02/07/2021,North Dakota,29
02/08/2021,North Dakota,-9
02/09/2021,North Dakota,39
02/10/2021,North Dakota,139
